row_id,source_batch,status,game_date,match_raw,match_norm,question_number,question,question_type,field_prob,result,outcome_pct,submitted,submitted_percent,actual_rbp,if_yes_rbp,if_no_rbp,swing_display,notes,target_team,target_player,line
248,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q10,Will Oswin Appollis score or assist a goal (excluding own goals)?,player_goal_or_assist,27,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
249,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q1,"At halftime, will both teams have at least 1 shot on target?",both_teams_sot_h1_1plus,64,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
250,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q2,Will Switzerland be caught offside 2 or more times?,team_offsides_over,47,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
251,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q3,Will there be 2 or more total cards shown in the second half?,total_cards_over,56,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
252,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q4,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,37,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
253,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q5,Will Bosnia and Herzegovina commit more fouls than Switzerland?,team_more_fouls,60,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
254,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q6,Will a penalty kick be awarded in the match?,penalty_awarded,30,Yes,100.0,0,,,,,,The Crowd missed the mark.,,,
255,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q7,Will Switzerland have more shots on target than Bosnia and Herzegovina in the second half?,team_more_sot_2h,64,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
256,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q8,Will Granit Xhaka have at least 1 shot on target in the second half?,player_sot_2h_over,34,Yes,100.0,0,,,,,,The Crowd missed the mark.,,,
257,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q9,Will Edin Džeko have at least 1 shot on target?,player_sot_over,45,No,0.0,0,,,,,,The Crowd played it safe.,,,
258,raw_paste_collected_in_chat,resolved,2026-06-18,Switzerland vs Bosnia-Herzegovina,Switzerland vs Bosnia and Herzegovina,Q10,Will Switzerland win the match?,team_win,63,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
259,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q1,Will Qatar commit more fouls than Canada?,team_more_fouls,56,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
260,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q2,Will there be 4 or more total shots on target in the second half?,second_half_total_sot_over,60,No,0.0,0,,,,,,The Crowd played it safe.,,,
261,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q3,Will a penalty kick be awarded OR a red card be shown?,penalty_or_red_card,36,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
262,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q4,Will Jonathan David have at least 1 shot on target in the second half?,player_sot_2h_over,50,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
263,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q5,Will Canada win the match?,team_win,71,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
264,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q6,"At halftime, will Canada be winning?",halftime_team_winning,52,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
265,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q7,Will Canada have 5 or more shots on target?,team_sot_over,57,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
266,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q8,Will Qatar have 5 or more corner kicks?,team_corners_over,28,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
267,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q9,Will Akram Afif have at least 1 shot on target?,player_sot_over,42,No,0.0,0,,,,,,The Crowd played it safe.,,,
268,raw_paste_collected_in_chat,resolved,2026-06-18,Canada vs Qatar,Canada vs Qatar,Q10,Will Qatar score in the second half?,team_score_2h,35,No,0.0,0,,,,,,The Crowd played it safe.,,,
269,raw_paste_collected_in_chat,resolved,2026-06-18,Mexico vs Korea Republic,Mexico vs South Korea,Q1,Will Mexico be caught offside 2 or more times?,team_offsides_over,51,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
270,raw_paste_collected_in_chat,resolved,2026-06-18,Mexico vs Korea Republic,Mexico vs South Korea,Q2,Will Mexico score the first goal of the game and South Korea score in the second half?,compound_first_goal_score_2h,33,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
271,raw_paste_collected_in_chat,resolved,2026-06-18,Mexico vs Korea Republic,Mexico vs South Korea,Q3,Will South Korea finish with more corner kicks than Mexico?,team_more_corners_full,41,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
272,raw_paste_collected_in_chat,resolved,2026-06-18,Mexico vs Korea Republic,Mexico vs South Korea,Q4,Will Mexico win the match?,team_win,49,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
273,raw_paste_collected_in_chat,resolved,2026-06-18,Mexico vs Korea Republic,Mexico vs South Korea,Q5,"At halftime, will Mexico be winning?",halftime_team_winning,40,No,0.0,0,,,,,,The Crowd played it safe.,,,
274,raw_paste_collected_in_chat,resolved,2026-06-18,Mexico vs Korea Republic,Mexico vs South Korea,Q6,Will the match have 3 or more total goals?,match_total_over,48,No,0.0,0,,,,,,The Crowd played it safe.,,,
275,raw_paste_collected_in_chat,resolved,2026-06-18,Mexico vs Korea Republic,Mexico vs South Korea,Q7,Will South Korea score in the second half?,team_score_2h,50,No,0.0,0,,,,,,The Crowd played it safe.,,,
276,raw_paste_collected_in_chat,resolved,2026-06-18,Mexico vs Korea Republic,Mexico vs South Korea,Q8,Will there be 4 or more total cards shown?,total_cards_over,48,No,0.0,0,,,,,,The Crowd played it safe.,,,
277,raw_paste_collected_in_chat,resolved,2026-06-18,Mexico vs Korea Republic,Mexico vs South Korea,Q9,Will Son Heung-min score or assist a goal (excluding own goals)?,player_goal_or_assist,42,No,0.0,0,,,,,,The Crowd played it safe.,,,
278,raw_paste_collected_in_chat,resolved,2026-06-19,United States vs Australia,United States vs Australia,Q1,Will United States commit more fouls than Australia?,team_more_fouls,44,No,0.0,0,,,,,,The Crowd played it safe.,,,
279,raw_paste_collected_in_chat,resolved,2026-06-19,United States vs Australia,United States vs Australia,Q2,Will Australia be caught offside 2 or more times?,team_offsides_over,45,No,0.0,0,,,,,,The Crowd played it safe.,,,
280,raw_paste_collected_in_chat,resolved,2026-06-19,United States vs Australia,United States vs Australia,Q3,Will United States score more goals than Australia in the second half?,team_more_goals_2h,52,No,0.0,0,,,,,,The Crowd played it safe.,,,
281,raw_paste_collected_in_chat,resolved,2026-06-19,United States vs Australia,United States vs Australia,Q4,Will United States have more shots on target than Australia in the second half?,team_more_sot_2h,63,No,0.0,0,,,,,,The Crowd played it safe.,,,
282,raw_paste_collected_in_chat,resolved,2026-06-19,United States vs Australia,United States vs Australia,Q5,Will Australia finish with more corner kicks than United States?,team_more_corners_full,34,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
283,raw_paste_collected_in_chat,resolved,2026-06-19,United States vs Australia,United States vs Australia,Q6,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,43,No,0.0,0,,,,,,The Crowd played it safe.,,,
284,raw_paste_collected_in_chat,resolved,2026-06-19,United States vs Australia,United States vs Australia,Q7,Will United States win the match?,team_win,62,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
285,raw_paste_collected_in_chat,resolved,2026-06-19,United States vs Australia,United States vs Australia,Q8,Will there be 4 or more total cards shown?,total_cards_over,45,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
286,raw_paste_collected_in_chat,resolved,2026-06-19,United States vs Australia,United States vs Australia,Q9,Will Folarin Balogun have at least 1 shot on target?,player_sot_over,65,No,0.0,0,,,,,,The Crowd played it safe.,,,
287,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q1,Will Morocco be caught offside 2 or more times?,team_offsides_over,49,No,0.0,0,,,,,,The Crowd played it safe.,,,
288,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q2,Will Morocco commit more fouls than Scotland?,team_more_fouls,44,No,0.0,0,,,,,,The Crowd played it safe.,,,
289,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q3,Will Morocco receive at least 1 card in the second half?,team_card_2h,58,No,0.0,0,,,,,,The Crowd played it safe.,,,
290,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q4,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,36,No,0.0,0,,,,,,The Crowd played it safe.,,,
291,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q5,Will Scotland have more shots on target than Morocco in the second half?,team_more_sot_2h,32,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
292,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q6,Will Scotland be caught offside 2 or more times?,team_offsides_over,41,No,0.0,0,,,,,,The Crowd played it safe.,,,
293,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q7,Will Scotland win the match?,team_win,24,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
294,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q8,Will Scotland have 3 or more shots on target?,team_sot_over,50,No,0.0,0,,,,,,The Crowd played it safe.,,,
295,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q9,Will Scott McTominay have at least 1 shot on target?,player_sot_over,48,No,0.0,0,,,,,,The Crowd played it safe.,,,
296,raw_paste_collected_in_chat,resolved,2026-06-19,Scotland vs Morocco,Scotland vs Morocco,Q10,Will Morocco score in the second half?,team_score_2h,59,No,0.0,0,,,,,,The Crowd played it safe.,,,
297,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q1,Will Brazil commit more fouls than Haiti?,team_more_fouls,35,No,0.0,0,,,,,,The Crowd played it safe.,,,
298,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q2,Will Haiti be caught offside 2 or more times?,team_offsides_over,40,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
299,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q3,Will Haiti have at least 1 shot on target in the second half?,player_sot_2h_over,54,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
300,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q4,Will Haiti have 2 or more shots on target in the second half?,team_sot_2h_over,32,Yes,100.0,0,,,,,,The Crowd missed the mark.,,,
301,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q5,Will Haiti receive more cards than Brazil?,team_more_cards,55,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
302,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q6,Will Brazil win the match?,team_win,86,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
303,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q7,Will Brazil score in the second half?,team_score_2h,78,No,0.0,0,,,,,,The Crowd missed the mark.,,,
304,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q8,Will Haiti have 3 or more corner kicks?,team_corners_over,41,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
305,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q9,Will Brazil score 3 or more total goals?,team_total_goals_over,59,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
306,raw_paste_collected_in_chat,resolved,2026-06-19,Brazil vs Haiti,Brazil vs Haiti,Q10,Will Duckens Nazon have at least 1 shot on target?,player_sot_over,30,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
307,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q1,Will Paraguay receive more cards than Türkiye?,team_more_cards,52,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
308,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q2,Will Türkiye be caught offside 2 or more times?,team_offsides_over,51,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
309,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q3,"In the second half, will Türkiye have more corner kicks than Paraguay?",team_more_corners_2h,57,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
310,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q4,Will Paraguay commit more fouls than Türkiye?,team_more_fouls,58,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
311,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q5,Will Türkiye have more shots on target than Paraguay in the second half?,team_more_sot_2h,59,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
312,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q6,Will a penalty kick be awarded OR a red card be shown?,penalty_or_red_card,39,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
313,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q7,Will Türkiye win the match?,team_win,54,No,0.0,0,,,,,,The Crowd played it safe.,,,
314,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q8,Will the match have 2 or fewer total goals?,match_total_under,50,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
315,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q9,Will Orkun Kökçü have at least 1 shot on target?,player_sot_over,41,No,0.0,0,,,,,,The Crowd played it safe.,,,
316,raw_paste_collected_in_chat,resolved,2026-06-19,Turkey vs Paraguay,Turkey vs Paraguay,Q10,Will Julio Enciso have at least 1 shot on target?,player_sot_over,48,No,0.0,0,,,,,,The Crowd played it safe.,,,
317,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q1,Will Netherlands win the match?,team_win,59,Yes,100.0,1,57.0,0.67,0.67,3.92,3.0,Beat crowd,,,
318,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q2,Will Netherlands be caught offside 2 or more times?,team_offsides_over,52,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
319,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q3,Will both teams have at least 1 shot on target in the second half?,both_teams_sot_2h_1plus,73,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
320,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q4,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,47,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
321,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q5,Will Netherlands score more goals than Sweden in the second half?,team_more_goals_2h,49,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
322,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q6,Will Sweden receive more cards than Netherlands?,team_more_cards,47,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
323,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q7,Will Viktor Gyökeres have at least 1 shot on target in the second half?,player_sot_2h_over,50,No,0.0,0,,,,,,The Crowd played it safe.,,,
324,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q8,"At halftime, will the match be tied?",halftime_draw,43,No,0.0,0,,,,,,The Crowd played it safe.,,,
325,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q9,Will there be 8 or more total shots on target?,match_total_sot_over,58,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
326,raw_paste_collected_in_chat,resolved,2026-06-20,Netherlands vs Sweden,Netherlands vs Sweden,Q10,Will Cody Gakpo have at least 1 shot on target?,player_sot_over,61,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
327,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q1,Will Germany win the match?,team_win,69,Yes,100.0,1,66.0,0.07,0.07,6.92,7.0,Beat crowd,,,
328,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q2,Will Ivory Coast commit more fouls than Germany?,team_more_fouls,57,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
329,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q3,"At halftime, will both teams have at least 1 shot on target?",both_teams_sot_h1_1plus,65,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
330,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q4,Will the second half have more goals than the first half?,second_half_more_goals,52,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
331,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q5,Will Germany be caught offside 2 or more times?,team_offsides_over,49,No,0.0,0,,,,,,The Crowd played it safe.,,,
332,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q6,Will Ivory Coast have more shots on target than Germany in the second half?,team_more_sot_2h,27,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
333,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q7,Will Ivory Coast be caught offside 2 or more times?,team_offsides_over,44,No,0.0,0,,,,,,The Crowd played it safe.,,,
334,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q8,Will Ivory Coast receive more cards than Germany?,team_more_cards,54,No,0.0,0,,,,,,The Crowd played it safe.,,,
335,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q9,Will there be 4 or more total cards shown?,total_cards_over,46,No,0.0,0,,,,,,The Crowd played it safe.,,,
336,raw_paste_collected_in_chat,resolved,2026-06-20,Germany vs Ivory Coast,Germany vs Ivory Coast,Q10,Will Germany score in the second half?,team_score_2h,69,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
337,raw_paste_collected_in_chat,resolved,2026-06-20,Ecuador vs Curacao,Ecuador vs Curaçao,Q1,Will Ecuador win the match?,team_win,80,No,0.0,1,83.0,-2.49,2.92,-2.49,5.0,Below crowd,,,
338,raw_paste_collected_in_chat,resolved,2026-06-20,Ecuador vs Curacao,Ecuador vs Curaçao,Q2,Will the match have 3 or more total goals?,match_total_over,57,No,0.0,1,61.0,-2.47,5.97,-2.47,8.0,Below crowd,,,
339,raw_paste_collected_in_chat,resolved,2026-06-20,Ecuador vs Curacao,Ecuador vs Curaçao,Q3,"At halftime, will both teams have at least 1 shot on target?",both_teams_sot_h1_1plus,56,No,0.0,0,,,,,,The Crowd played it safe.,,,
340,raw_paste_collected_in_chat,resolved,2026-06-20,Ecuador vs Curacao,Ecuador vs Curaçao,Q4,Will Ecuador commit more fouls than Curaçao?,team_more_fouls,44,No,0.0,0,,,,,,The Crowd played it safe.,,,
341,raw_paste_collected_in_chat,resolved,2026-06-20,Ecuador vs Curacao,Ecuador vs Curaçao,Q5,Will the second half have more total goals than the first half?,second_half_more_goals,50,No,0.0,0,,,,,,The Crowd played it safe.,,,
342,raw_paste_collected_in_chat,resolved,2026-06-20,Ecuador vs Curacao,Ecuador vs Curaçao,Q6,Will Ecuador score the first goal of the game and Curaçao score in the second half?,compound_first_goal_score_2h,27,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
343,raw_paste_collected_in_chat,resolved,2026-06-20,Ecuador vs Curacao,Ecuador vs Curaçao,Q7,Will a penalty kick be awarded OR a red card be shown in the match?,penalty_or_red_card,39,No,0.0,0,,,,,,The Crowd played it safe.,,,
344,raw_paste_collected_in_chat,resolved,2026-06-20,Ecuador vs Curacao,Ecuador vs Curaçao,Q8,Will Ecuador have 5 or more corner kicks?,team_corners_over,63,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
345,raw_paste_collected_in_chat,resolved,2026-06-20,Ecuador vs Curacao,Ecuador vs Curaçao,Q9,Will Leandro Bacuna have at least 1 shot on target?,player_sot_over,35,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
346,live_lock_spain_2026_06_21,resolved,2026-06-21,Spain vs Saudi Arabia,Spain vs Saudi Arabia,Q6,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,33,No,0.0,1,29.0,5.01,-2.03,5.01,7.0,Resolved; submitted live before kickoff; Beat crowd,,,
347,live_lock_spain_2026_06_21,resolved,2026-06-21,Spain vs Saudi Arabia,Spain vs Saudi Arabia,Q7,Will Spain win the match?,team_win,85,Yes,100.0,1,87.0,2.29,2.29,-1.99,4.0,Resolved; submitted live before kickoff; Beat crowd,,,
348,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q1,Will Iran commit more fouls than Belgium?,team_more_fouls,58,Yes,100.0,1,56,0.38,0.38,4.38,4.0,actual result: Iran more fouls,Iran,,
349,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q2,Will there be 2 or more total cards shown in the second half?,total_cards_2h_over,56,No,0.0,1,50,8.8,-3.01,8.8,12.0,,,,1.5
350,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q3,Will both teams score AND will the match have 3 or more total goals?,compound_btts_over_2_5,38,No,0.0,1,33,5.7,-4.41,5.7,10.0,,,,2.5
351,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q4,Will Belgium have more shots on target than Iran in the second half?,team_more_sot_2h,66,Yes,100.0,1,56,-5.92,-5.92,14.26,20.0,,Belgium,,
352,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q5,Will there be 4 or more total shots on target in the second half?,total_sot_2h_over,63,Yes,100.0,1,58,-1.78,-1.78,8.21,10.0,,,,3.5
353,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q6,Will Belgium win the match?,team_win,69,No,0.0,1,68,2.51,1.32,2.51,1.0,,Belgium,,
354,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q7,Will Belgium be winning at halftime?,halftime_team_lead,50,No,0.0,1,43,8.87,-5.49,8.87,14.0,,Belgium,,
355,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q8,Will Tielemans have 1 or more shots on target?,player_sot_over,43,Yes,100.0,1,27,-18.18,-18.18,14.11,32.0,,Belgium,Tielemans,0.5
356,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q9,"Will Taremi score or assist a goal, excluding own goals?",player_goal_or_assist,31,No,0.0,1,22,6.59,-10.94,6.59,18.0,,Iran,Taremi,
357,live_lock_belgium_2026_06_21,resolved,2026-06-21,Belgium vs Iran,Belgium vs Iran,Q10,Will there be 9 or more total corners?,total_corners_over,52,No,0.0,1,52,2.28,2.72,2.28,0.0,,,,8.5
368,live_lock_uruguay_capeverde_2026_06_21,resolved,2026-06-21,Uruguay vs Cape Verde,Uruguay vs Cape Verde,Q1,Will Uruguay be caught offside 2 or more times?,team_offsides_over,52,Yes,100.0,1,48,-2.08,-2.08,7.0,,opposite conditional payoff was displayed rounded,Uruguay,,1.5
369,live_lock_uruguay_capeverde_2026_06_21,resolved,2026-06-21,Uruguay vs Cape Verde,Uruguay vs Cape Verde,Q2,Will both teams have at least 1 shot on target in the second half?,both_teams_sot_2h_1plus,60,No,0.0,1,68,-7.22,8.0,-7.22,,opposite conditional payoff was displayed rounded,,,
370,live_lock_uruguay_capeverde_2026_06_21,resolved,2026-06-21,Uruguay vs Cape Verde,Uruguay vs Cape Verde,Q3,Will Cape Verde receive more cards than Uruguay?,team_more_cards,49,No,0.0,1,54,-3.24,7.0,-3.24,,opposite conditional payoff was displayed rounded,Cape Verde,,
371,live_lock_uruguay_capeverde_2026_06_21,resolved,2026-06-21,Uruguay vs Cape Verde,Uruguay vs Cape Verde,Q4,Will a penalty kick be awarded in the match?,penalty_awarded,30,No,0.0,1,31,1.17,4.0,1.17,,opposite conditional payoff was displayed rounded,,,
372,live_lock_uruguay_capeverde_2026_06_21,resolved,2026-06-21,Uruguay vs Cape Verde,Uruguay vs Cape Verde,Q5,Will Uruguay commit more fouls than Cape Verde?,team_more_fouls,47,Yes,100.0,1,42,-3.17,-3.17,7.0,,opposite conditional payoff was displayed rounded,Uruguay,,
373,live_lock_uruguay_capeverde_2026_06_21,resolved,2026-06-21,Uruguay vs Cape Verde,Uruguay vs Cape Verde,Q6,Will Cape Verde have 2 or more shots on target in the second half?,team_sot_2h_over,35,Yes,100.0,1,37,5.15,5.15,2.0,,opposite conditional payoff was displayed rounded,Cape Verde,,1.5
374,live_lock_uruguay_capeverde_2026_06_21,resolved,2026-06-21,Uruguay vs Cape Verde,Uruguay vs Cape Verde,Q7,Will Uruguay win the match?,team_win,69,No,0.0,1,69,1.81,2.0,1.81,,opposite conditional payoff was displayed rounded,Uruguay,,
375,live_lock_uruguay_capeverde_2026_06_21,resolved,2026-06-21,Uruguay vs Cape Verde,Uruguay vs Cape Verde,Q8,Will Cape Verde score in the second half?,team_score_2h,29,Yes,100.0,1,31,4.86,4.86,0.0,,opposite conditional payoff was displayed rounded,Cape Verde,,
